sample,treatment,532,1346,778,684,1327,1639,625,1197,1789,892,2305,489,1467,1492,651,490,936,1831,1616,944,1060,208,1402,327,1023,776,1193,573,2090
1,F,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,F,1,0,0,1.550037861,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,F,0,0,0,1.227272727,0,0,1.778142929,1,0,0.079924583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,F,0,0,1,0,0,0,0,0,0,0,1,1,0.935064935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,F,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,F,0.730834007,0.13987875,0,0,0,1,0,0,0,0.382329941,0,2.180463314,0.328043938,0,0,1,0.259663582,0,0,0,0,0,0,0,0,0,0,0,0
7,F,0,0,0,2,0,0,1,1,1,0,0,0,0,0.922708035,0,0,0.854382992,0,0,0,0,0,0,0,0,0,0,0,0
8,F,0,0,0,0,0,0,0,0,0,0,0.474344254,2,0.17718792,1,0.671564102,0,0.543187141,2,0,0,0,0,0,0,0,0,0,0,0
9,P,0,0,0,0,0.464441299,1,0,0,1,0.073035717,0,0.432995319,1,0.567846298,0,1,0,0,0.482048512,0,0,0,0,0,0,0,0,0,0
10,P,0,0,0,0,0.867857933,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,P,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.293617725,1,0,0,0,0,0,0,0,0,0
12,P,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0.30819416,0,1,0,0,0,0,0,0,0,0
13,P,0,0,1,0,0,1,0,0,0,0,0,1.130584717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,P,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,0.35154295,1,1,1,0,0,0,0,0,0,0
15,P,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0.329202175,0,0,0,1,0,0,0,0,0,0
16,P,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,X,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.288017273,0,0,1,0,1,0,0,0,0,0
18,X,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
19,X,0,0,0,0,0,0,0,0,0,0,0,1.79113245,0,1.00993824,0,0,0,0,0,0,0,1,1.096774578,0,0,0,0,0,0
20,X,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.714145184,0.878787041,0,0,0,0,0,0,0,0.628026962,0.05628252,0,0
21,X,0.754108429,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0.744722366,0,0.088413239,0,1,0
22,X,0,0,0,0,0,0,0,0,0.507967949,0,0,0.856178284,0.161045074,0.561029434,0.482693195,0,0,0,0,0.575010777,0,1,0.543921947,0,0,0,0,0,0.386599541
23,X,0.250001907,0.517837524,0,0,0,0,0,0,1,0,0,1.568012714,0,0,0,0.722029686,0.180891037,0,0.410567761,0,0,1,0,0,0.247544204,0.192690849,1,1,1.625435829
24,X,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0.091845512,0,0,0
